"Title","PublicationDate","Year"
"construction projects and spread of hiv","1990 Nov 10",1990
"hiv and travel no rationale for restrictions","1990 Nov 10",1990
"risk of transmission of aids and other blood related diseases during routine malaria activities","1990 Nov 9",1990
"extraintestinal strongyloidiasis in the acquired immunodeficiency syndrome","1990 Nov 9",1990
"erythrocyte antibodies in aids are associated with mycobacteriosis and hypergammaglobulinemia","1990 Nov 9",1990
"acute pneumocystosis during polychemotherapy following the macop b protocol","1990 Nov 9",1990
"aids the part nurses can play","1990 Nov 8-21",1990
"hiv a bleak inheritance","1990 Nov 8-21",1990
"occupational exposure to hiv among house staff","1990 Nov 8",1990
"prevalence of human immunodeficiency virus type 1 p24 antigen in u s blood donors an assessment of the efficacy of testing in donor screening the hiv antigen study group","1990 Nov 8",1990
"screening of selected male blood donors for p24 antigen of human immunodeficiency virus type 1 the transfusion safety study group","1990 Nov 8",1990
"from the national institutes of health","1990 Nov 7",1990
"prevention of pneumocystis carinii pneumonitis in aids patients with weekly dapsone","1990 Oct 27",1990
"care model benefits hiv patients hospitals","1990 Dec",1990
"hiv roundtable strategies to enhance professional awareness and involvement part i","1990 Dec",1990
"promoting healthy behaviour the importance of economic analysis in policy formulation for aids prevention","1990 Dec",1990
"economic consequences for medicaid of human immunodeficiency virus infection","1990 Dec",1990
"expression of human immunodeficiency virus 1 hiv 1 envelope gene products transcribed from a heterologous promoter kinetics of hiv 1 envelope processing in transfected cells","1990 Nov 5",1990
"prophylaxis after needlestick injuries","1990 Nov 3",1990
"aids and tuberculosis","1990 Nov 3",1990
"knowledge attitudes and beliefs about aids in township school students in cape town","1990 Nov 3",1990
"on the maximum size of the aids epidemic among the heterosexual black population in south africa","1990 Nov 3",1990
"doomsday forecasts of the aids epidemic","1990 Nov 3",1990
"hiv and surgeons","1990 Nov 3",1990
"global health care for hiv disease","1990 Nov 3",1990
"qualitative evaluation of an aids health education poster a rapid assessment method for health education materials","1990 Nov 3",1990
"immunology of aids related to psoriasis","1990 Nov",1990
"aids zeroes in on women and children","1990 Nov-Dec",1990
"aids related risk factors medical diagnosis do not resuscitate orders and aggressiveness of nursing care","1990 Nov-Dec",1990
"aids and surgical care a challenge for the 90s","1990 Nov",1990
"public health service statement on management of occupational exposure to human immunodeficiency virus including considerations regarding zidovudine postexposure use","1990 Nov",1990
"guidelines for counselling persons who have had an occupational exposure to human immunodeficiency virus","1990 Nov",1990
"world aids day australia 1990","1990 Nov",1990
"women and aids","1990 Nov",1990
"health objectives for the year 2000","1990 Nov-Dec",1990
"hygienic measures in endoscopy","1990 Nov",1990
"commentary dealing with aids in the 90s","1990 Nov",1990
"health and health care challenges for new york city in the 1990s","1990 Nov",1990
"aids scan","1990 Nov-Dec",1990
"effect of a needle and syringe exchange on a methadone maintenance unit","1990 Nov",1990
"national survey of syringe exchange schemes in england","1990 Nov",1990
"position statement on support for confidential notification services and a limited privilege to disclose","1990 Nov-Dec",1990
"the bone bank a standardized procedure results of a federal survey of german surgical clinics","1990 Nov",1990
"is anti p27nef a useful diagnostic and prognostic marker in hiv 1 infection","1990 Nov",1990
"beta 2 microglobulin as a prognostic marker for patients with aids in dar es salaam tanzania","1990 Nov",1990
"evaluation of two rapid tests for the detection of hiv 1 hiv 2 antibodies","1990 Nov",1990
"anti hiv 1 antibodies among young unpaid blood donors from goma northern kivu zaire","1990 Nov",1990
"sexual behaviour in central african men with sexually transmitted disease and in controls","1990 Nov",1990
"low dose dapsone prophylaxis of pneumocystis carinii pneumonia in aids and aids related complex","1990 Nov",1990
"t cell subsets and serum immunoglobulin levels in infants born to hiv seropositive mothers a longitudinal evaluation","1990 Nov",1990
"early and specific diagnosis of seropositivity to hivs by an enzyme linked immunosorbent assay using env derived synthetic peptides","1990 Nov",1990
"detection of hiv 1 in human lung macrophages using the polymerase chain reaction","1990 Nov",1990
"evolutionary dynamics of hiv 1 quasispecies and the development of immunodeficiency disease","1990 Nov",1990
"street recruited intravenous drug users and sexual risk reduction in new york city","1990 Nov",1990
"otologic pathophysiology in patients with human immunodeficiency virus","1990 Nov-Dec",1990
"aids issue response","1990 Nov",1990
"prevalence of human t cell leukemia virus antibody among heterosexuals living in amsterdam the netherlands","1990 Nov",1990
"epidemic kaposi s sarcoma of the conjunctiva considerations for radiotherapy","1990 Nov",1990
"3 d structure of hiv 1 proteinase and the design of antiviral agents for the treatment of aids","1990 Nov",1990
"experiencing multiple loss of persons with aids grief and bereavement issues","1990 Nov",1990
"caring for aids care givers ottawa","1990 Nov",1990
"thalidomide treatment of severe recurrent aphthous stomatitis in patients with aids","1990 Nov",1990
"visceral leishmaniasis in hiv infection and aids clinical features and response to therapy","1990 Nov",1990
"drug and solvent misuse and knowledge of hiv infections in 14 16 year old comprehensive school students","1990 Nov",1990
"characteristics of condom use and associated problems experience in bangladesh","1990 Nov",1990
"methodological problems in aids behavioral research influences on measurement error and participation bias in studies of sexual behavior","1990 Nov",1990
"smoking habits of nurses and midwives","1990 Nov",1990
"focus group interview a research technique for informed nursing practice","1990 Nov",1990
"sequence similarity between human immunodeficiency virus type 1 envelope protein gp120 and human proteins a new hypothesis on protective antibody production","1990 Nov",1990
"needlesticks put rns at risk","1990 Nov-Dec",1990
"ana policies support fight against hiv","1990 Nov-Dec",1990
"hiv aids america s rns respond to deepening crisis","1990 Nov-Dec",1990
"aids education and the school nurse","1990 Nov",1990
"native valve endocarditis due to pseudallescheria boydii in a patient with aids case report and review","1990 Nov-Dec",1990
"molecular mechanisms of action of ribavirin","1990 Nov-Dec",1990
"extrapulmonary pneumocystosis the first 50 cases","1990 Nov-Dec",1990
"aids update","1990 Nov",1990
"use of formal prior directives among patients with hiv related diseases","1990 Nov-Dec",1990
"reducing unnecessary coronary care unit admissions a comparison of three decision aids","1990 Nov-Dec",1990
"women and hiv aids world aids day 1990","1990 Nov",1990
"women and aids a growing epidemic","1990 Nov-Dec",1990
"selective defect of interferon alpha production in human immunodeficiency virus infected monocytes","1990 Nov 1",1990
"research progressing on aids virus tests","1990 Nov",1990
"aids politics and science","1990 Nov",1990
"recipients of bone marrow transplants making a smooth transition to an ambulatory care setting","1990 Nov-Dec",1990
"beta 2 microglobulin concentrations in pediatric human immunodeficiency virus infection","1990 Nov",1990
"relationships with aids patients clinical metaphors and preventive bioethics","1990 Nov-Dec",1990
"the radiotherapy of epidemic kaposi s sarcomas in aids patients","1990 Nov",1990
"attitudes of selected radiographers toward aids","1990 Nov-Dec",1990
"firefighter fights mandatory aids testing","1990 Nov",1990
"death aids morbidity and hiv seroprevalence in new york city intravenous drug abusers","1990 Nov",1990
"aids challenges to our health care systems","1990 Nov-Dec",1990
"extramedullary hand mirror cells in pathologic conditions of lymphoid tissue","1990 Nov-Dec",1990
"public health and the aids epidemic in north carolina","1990 Nov",1990
"critical review of human immunodeficiency virus infection and acquired immunodeficiency syndrome related research the knowledge attitudes and practice of nurses","1990 Nov-Dec",1990
"decreased accessory cell function of macrophages after infection with human immunodeficiency virus type 1 in vitro","1990 Nov",1990
"occupational exposure to hiv and zidovudine chemoprophylaxis","1990 Nov",1990
"waking up to hiv","1990 Nov",1990
"planning for compliance osha s bloodborne pathogen rule","1990 Nov",1990
"women have a key role in the campaign against aids","1990 Nov",1990
"nurses a potential in aids control","1990 Nov",1990
"mandatory hiv testing in critical care emergency patients","1990 Nov-Dec",1990
